633.0  0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
700.0  0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
800.0  0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
900.0  0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1000.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1100.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1200.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1300.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1400.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1500.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1600.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1700.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1800.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
1900.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
2000.0 0.00007666213729	0.000539376165	0.0003608872497	0.00008615116943	0.0007984133673	0.0007504865608	0.001612924571	0.0005137626329	0.0003300397025	0.0004480454296	0.000148137473	2.92E-06
